#
#  conversion from RegDef.txt for
#   input design        = ppe
#   input design level  = 1
#

SECTION BITS

#design    dlevel   dir  reg_name                         field_name                                         format  ext_addr   rw           startbit  numbits  scope      rlm_name                                           clk_type  scanring  reset_val                                                              reset_sig  parity  pulse  reg_name_txt                                       description                                                                                        
#========= ======== ==== ================================ ================================================== ======= ========== ============ ========= ======== ========== ================================================== ========= ========= ====================================================================== ========== ======= ====== ================================================== =================================================================================================== 
ppe        1        rx   rx_ppe_stat2_pl                  rx_dfe_h1_fail                                     gcr     000000101  ROX          12        1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates dfe h1 step failed for this lane in rxbist or system"                                    
ppe        1        rx   rx_ppe_stat2_pl                  rx_dfe_fail                                        gcr     000000101  ROX          13        1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates dfe step failed for this lane in rxbist or system"                                       
ppe        1        rx   rx_ppe_stat2_pl                  rx_ddc_fail                                        gcr     000000101  ROX          14        1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates dcc step failed for this lane in rxbist or system"                                       
ppe        1        rx   rx_ppe_stat2_pl                  rx_ber_fail                                        gcr     000000101  ROX          15        1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates ber step failed for this lane in rxbist or system"                                       
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_ctle_gain_done                                gcr     000000110  ROX          0         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates ctle gain step done for this lane"                                                       
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_latch_offset_done                             gcr     000000110  ROX          1         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates latch offset step done for this lane"                                                    
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_eoff_done                                     gcr     000000110  ROX          2         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates latch offset step done for this lane"                                                    
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_ctle_peak1_done                               gcr     000000110  ROX          3         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates ctle peak1 step done for this lane"                                                      
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_ctle_peak2_done                               gcr     000000110  ROX          4         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates ctle peak step done for this lane"                                                       
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_lte_gain_done                                 gcr     000000110  ROX          5         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates lte gain step done for this lane"                                                        
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_lte_zero_done                                 gcr     000000110  ROX          6         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates lte zero step done for this lane"                                                        
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_bank_sync_done                                gcr     000000110  ROX          7         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates bank sync step done for this lane"                                                       
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_quad_phase_done                               gcr     000000110  ROX          8         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates quad phase step done for this lane"                                                      
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_dfe_h1_done                                   gcr     000000110  ROX          9         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates dfe h1 step done for this lane"                                                          
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_dfe_done                                      gcr     000000110  ROX          10        1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates dfe step done for this lane"                                                             
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_ddc_done                                      gcr     000000110  ROX          11        1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates dcc step done for this lane"                                                             
ppe        1        rx   rx_ppe_stat3_pl                  rx_a_ber_done                                      gcr     000000110  ROX          12        1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates ber step failed for this lane"                                                           
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_ctle_gain_done                                gcr     000000111  ROX          0         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates ctle gain step done for this lane"                                                       
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_latch_offset_done                             gcr     000000111  ROX          1         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates latch offset step done for this lane"                                                    
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_eoff_done                                     gcr     000000111  ROX          2         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates latch offset step done for this lane"                                                    
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_lte_gain_done                                 gcr     000000111  ROX          3         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates lte gain step done for this lane"                                                        
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_lte_zero_done                                 gcr     000000111  ROX          4         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates lte zero step done for this lane"                                                        
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_bank_sync_done                                gcr     000000111  ROX          5         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates bank sync step done for this lane"                                                       
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_quad_phase_done                               gcr     000000111  ROX          6         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates quad phase step done for this lane"                                                      
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_dfe_h1_done                                   gcr     000000111  ROX          7         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates dfe h1 step done for this lane"                                                          
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_dfe_done                                      gcr     000000111  ROX          8         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates dfe step done for this lane"                                                             
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_ddc_done                                      gcr     000000111  ROX          9         1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates dcc step done for this lane"                                                             
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_ber_done                                      gcr     000000111  ROX          10        1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates ber step failed for this lane"                                                           
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_ctle_peak1_done                               gcr     000000111  ROX          11        1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates ctle peak step done for this lane"                                                       
ppe        1        rx   rx_ppe_stat4_pl                  rx_b_ctle_peak2_done                               gcr     000000111  ROX          12        1        per-lane   "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Indicates ctle peak step done for this lane"                                                       
ppe        1        rx   rx_ppe_stat5_pl                  rx_a_eoff_val                                      gcr     000001000  ROX          0         8        per-lane   "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Eye opt A bank edge offset twos complement signed"                                                 
ppe        1        rx   rx_ppe_stat5_pl                  rx_b_eoff_val                                      gcr     000001000  ROX          8         8        per-lane   "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Eye opt B bank edge offset twos complement signed"                                                 
ppe        1        rx   rx_ppe_stat6_pl                  rx_qpa_ne_obs                                      gcr     000001001  ROX          0         4        per-lane   "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Eye opt last bank's Quad Phase Adjust servo results for N quadrant"                                
ppe        1        rx   rx_ppe_stat6_pl                  rx_qpa_ee_obs                                      gcr     000001001  ROX          4         4        per-lane   "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Eye opt last bank's Quad Phase Adjust servo results for E quadrant"                                
ppe        1        rx   rx_ppe_stat6_pl                  rx_qpa_se_obs                                      gcr     000001001  ROX          8         4        per-lane   "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Eye opt last bank's Quad Phase Adjust servo results for S quadrant"                                
ppe        1        rx   rx_ppe_stat6_pl                  rx_qpa_we_obs                                      gcr     000001001  ROX          12        4        per-lane   "dummy_vhdl"                                       slow      func      0000                                                                   ioreset    yes     na     Register                                           "Eye opt last bank's Quad Phase Adjust servo results for W quadrant"                                
ppe        1        rx   rx_ppe_stat7_pl                  poff_avg_a                                         gcr     000001010  ROX          0         7        per-lane   "dummy_vhdl"                                       slow      func      0000000                                                                ioreset    yes     na     Register                                           "Twos complement signed number that tell what the average of poff was for lane after running eoff bank a"
ppe        1        rx   rx_ppe_stat7_pl                  poff_avg_b                                         gcr     000001010  ROX          7         7        per-lane   "dummy_vhdl"                                       slow      func      0000000                                                                ioreset    yes     na     Register                                           "Twos complement signed number that tell what the average of poff was for lane after running eoff bank b"
ppe        1        rx   rx_ppe_stat8_pl                  rx_lane_recal_cnt                                  gcr     000001011  ROX          0         16       per-lane   "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Number of recals run on this lane"                                                                 
ppe        1        rx   rx_ppe_stat9_pl                  rx_a_ddc_hist_left_edge                            gcr     000001100  ROX          0         5        per-lane   "dummy_vhdl"                                       slow      func      00000                                                                  ioreset    yes     na     Register                                           "DDC Long Term measured A-Bank LEFT edge, with hysteresis, in mini-PR steps. Represents best quality edge extents. See Workbook on DDC."
ppe        1        rx   rx_ppe_stat9_pl                  rx_b_ddc_hist_left_edge                            gcr     000001100  ROX          5         5        per-lane   "dummy_vhdl"                                       slow      func      00000                                                                  ioreset    yes     na     Register                                           "DDC Long Term measured B-Bank LEFT edge, with hysteresis, in mini-PR steps. Represents best quality edge extents. See Workbook on DDC."
ppe        1        rx   rx_ppe_stat9_pl                  rx_ddc_last_left_edge                              gcr     000001100  ROX          10        5        per-lane   "dummy_vhdl"                                       slow      func      00000                                                                  ioreset    yes     na     Register                                           "DDC last measured LEFT edge in mini-PR steps."                                                     
ppe        1        rx   rx_ppe_stat10_pl                 rx_a_ddc_hist_right_edge                           gcr     000001101  ROX          0         5        per-lane   "dummy_vhdl"                                       slow      func      00000                                                                  ioreset    yes     na     Register                                           "DDC Long Term measured A-Bank RIGHT edge, with hysteresis, in mini-PR steps. Represents best quality edge extents. See Workbook on DDC."
ppe        1        rx   rx_ppe_stat10_pl                 rx_b_ddc_hist_right_edge                           gcr     000001101  ROX          5         5        per-lane   "dummy_vhdl"                                       slow      func      00000                                                                  ioreset    yes     na     Register                                           "DDC Long Term measured B-Bank RIGHT edge, with hysteresis, in mini-PR steps. Represents best quality edge extents. See Workbook on DDC."
ppe        1        rx   rx_ppe_stat10_pl                 rx_ddc_last_right_edge                             gcr     000001101  ROX          10        5        per-lane   "dummy_vhdl"                                       slow      func      00000                                                                  ioreset    yes     na     Register                                           "DDC last measured RIGHT edge in mini-PR steps."                                                    
ppe        1        rx   rx_ppe_stat11_pl                 rx_lane_cal_time_us                                gcr     000001110  ROX          0         16       per-lane   "dummy_vhdl"                                       slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Time is microseconds that the most recent calibration (dccal, initial, or recal) took on this lane"
ppe        1        rx   rx_ppe_stat12_pl                 poff_avg_sm_a                                      gcr     000001111  ROX          0         7        per-lane   "dummy_vhdl"                                       slow      func      0000000                                                                ioreset    yes     na     Register                                           "Sign Magnumber first bit is sign, other 5 magnitude that tell what the average of poff was for lane after running eoff bank a"
ppe        1        rx   rx_ppe_stat12_pl                 poff_avg_sm_b                                      gcr     000001111  ROX          8         7        per-lane   "dummy_vhdl"                                       slow      func      0000000                                                                ioreset    yes     na     Register                                           "Sign Magnumber first bit is sign,other 5 magnitude that tell what the average of poff was for lane after running eoff bank b"
ppe        1        tx   tx_ppe_mode1_pg                  tx_bist_dcc_i_min                                  gcr     110000001  RWX          0         6        per-group  "dummy_vhdl"                                       slow      func      100000                                                                 ioreset    yes     na     Register                                           "Duty cycle correction, I phase minimum value; values below this will fail; 2's complement"         
ppe        1        tx   tx_ppe_mode1_pg                  tx_bist_dcc_i_max                                  gcr     110000001  RWX          6         6        per-group  "dummy_vhdl"                                       slow      func      011111                                                                 ioreset    yes     na     Register                                           "Duty cycle correction, I phase maximum value; values above this will fail; 2's complement"         
ppe        1        tx   tx_ppe_mode2_pg                  tx_bist_dcc_q_min                                  gcr     110000010  RWX          0         6        per-group  "dummy_vhdl"                                       slow      func      100000                                                                 ioreset    yes     na     Register                                           "Duty cycle correction, Q phase minimum value; values below this will fail; 2's complement"         
ppe        1        tx   tx_ppe_mode2_pg                  tx_bist_dcc_q_max                                  gcr     110000010  RWX          6         6        per-group  "dummy_vhdl"                                       slow      func      011111                                                                 ioreset    yes     na     Register                                           "Duty cycle correction, Q phase maximum value; values above this will fail; 2's complement"         
ppe        1        rx   rx_ppe_mode3_pg                  rx_eo_converged_end_count                          gcr     110000011  RWX          0         4        per-group  "dummy_vhdl"                                       slow      func      0011                                                                   ioreset    yes     na     Register                                           "RX eye optimization Covergence counter end value--number of times through the vga + CTLE peaking substeps before giving up\n0000:16 \n0001: 1 \n0010:2  \n0011: 3 \n0100: 4 \n0101: 5 \n0110:6 \n0111:7  \n1000:8  \n1001:9   \n1010:10  \n1011:11  \n1100:12 \n1101:13 \n1110:14 \n1111:15 \nRJR"
ppe        1        rx   rx_ppe_mode3_pg                  rx_hist_min_eye_width_mode                         gcr     110000011  RWX          4         2        per-group  "dummy_vhdl"                                       slow      func      00                                                                     ioreset    yes     na     Register                                           "RX Historic Eye Width and Height Minimum measurement mode \n00: Check all lanes on bus\n01: Check only the designated rx_hist_min_eye_width_lane and  rx_hist_min_eye_height_lane \n10: unused \n11: unused"
ppe        1        rx   rx_ppe_mode3_pg                  rx_hist_min_eye_height_mode                        gcr     110000011  RWX          6         2        per-group  "dummy_vhdl"                                       slow      func      00                                                                     ioreset    yes     na     Register                                           "RX Historic Eye Height Minimum measurement mode--inoperative on Naples DD1 hardware--use the rx_hist_min_eye_width_mode control instead--set both the width and height_mode controls to the same value in test routines to maintain compatibiliy \n00: Check all lanes on bus\n01: Check only the designated rx_hist_min_eye_height_lane \n10: unused \n11: unused"
ppe        1        rx   rx_ppe_mode3_pg                  rx_amp_gain_cnt_max                                gcr     110000011  RWX          8         4        per-group  "dummy_vhdl"                                       slow      func      0011                                                                   ioreset    yes     na     Register                                           "Maximum number of attempts to adjust VGA gain before doing a peaking operation. \n0000:16 \n0001: 1 \n0010:2  \n0011: 3 \n0100: 4 \n0101: 5 \n0110:6 \n0111:7  \n1000:8  \n1001:9   \n1010:10  \n1011:11  \n1100:12 \n1101:13 \n1110:14 \n1111:15 \nRJR"
ppe        1        rx   rx_ppe_mode3_pg                  rx_disable_bank_pdwn                               gcr     110000011  RWX          12        1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "Used to disable powerdown of unused (functionally) bank"                                           
ppe        1        rx   rx_ppe_mode3_pg                  rx_enable_lane_cal_copy                            gcr     110000011  RWX          13        1        per-group  "dummy_vhdl"                                       slow      func      1                                                                      ioreset    yes     na     Register                                           "When 1, some initial calibration results (gain, peak, etc) are copied from the previous lane to use as a starting point."
ppe        1        rx   rx_ppe_mode4_pg                  ppe_dft_tx_done                                    gcr     110000100  RWX          0         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "PPE: Tx done -- tell ppe the txbist is done"                                                       
ppe        1        rx   rx_ppe_mode4_pg                  ppe_dft_rx_done                                    gcr     110000100  RWX          1         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "PPE: rx done -- tell ppe the rxbist is done"                                                       
ppe        1        rx   rx_ppe_mode4_pg                  ppe_dft_seg_done                                   gcr     110000100  RWX          2         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "PPE: seg done -- tell ppe the seg is done"                                                         
ppe        1        rx   rx_ppe_mode4_pg                  ppe_dft_zcal_done                                  gcr     110000100  RWX          3         1        per-group  "dummy_vhdl"                                       slow      func      0                                                                      ioreset    yes     na     Register                                           "PPE: zcal done -- tell ppe the zcal is done"                                                       
ppe        1        rx   rx_ppe_mode4_pg                  rx_max_ber_check_count                             gcr     110000100  RWX          8         8        per-group  "dummy_vhdl"                                       slow      func      00000010                                                               ioreset    yes     na     Register                                           "Maximum acceptable number of bit errors allowable after recal."                                    
ppe        1        rx   rx_ppe_mode5_pg                  rx_amax_high                                       gcr     110000101  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      01111000                                                               ioreset    yes     na     Register                                           "RX Amax high target in amplitude DAC steps (as measured by 2Ap-Amin method) Default d120"          
ppe        1        rx   rx_ppe_mode5_pg                  rx_amax_low                                        gcr     110000101  RWX          8         8        per-group  "dummy_vhdl"                                       slow      func      01010000                                                               ioreset    yes     na     Register                                           "Rx Amax low target in amplitude DAC steps (as measured by 2Ap-Amin method)  Default d80"           
ppe        1        rx   rx_ppe_mode6_pg                  rx_apx111_high                                     gcr     110000110  RWX          0         8        per-group  "dummy_vhdl"                                       slow      func      01100110                                                               ioreset    yes     na     Register                                           "RX Amax high target in amplitude DAC steps (as measured by ap_x111 and an_x000) Default d102"      
ppe        1        rx   rx_ppe_mode6_pg                  rx_apx111_low                                      gcr     110000110  RWX          8         8        per-group  "dummy_vhdl"                                       slow      func      01000100                                                               ioreset    yes     na     Register                                           "Rx Amax low target in amplitude DAC steps (as measured by ap_x111 and an_x000)  Default d68"       
ppe        1        rx   rx_ppe_mode7_pg                  rx_min_eye_width                                   gcr     110000111  RWX          2         6        per-group  "dummy_vhdl"                                       slow      func      000000                                                                 ioreset    yes     na     Register                                           "Minimum acceptable eye width used during init or recal results checking--EDI or EI4"               
ppe        1        rx   rx_ppe_mode7_pg                  rx_min_eye_height                                  gcr     110000111  RWX          8         8        per-group  "dummy_vhdl"                                       slow      func      00000000                                                               ioreset    yes     na     Register                                           "Minimum acceptable eye height used during init or recal results checking--EDI only"                
ppe        1        rx   rx_ppe_mode8_pg                  rx_dfe_converged_cnt_max                           gcr     110001000  RWX          0         4        per-group  "dummy_vhdl"                                       slow      func      0011                                                                   ioreset    yes     na     Register                                           "Number of iterations through DFE H1 and kH1Ap adjust before ending DFE unless ended by rx_ap110ap010_delta criteria met\nRJR"
ppe        1        rx   rx_ppe_mode8_pg                  rx_ap110_ap010_delta_max                           gcr     110001000  RWX          4         4        per-group  "dummy_vhdl"                                       slow      func      0011                                                                   ioreset    yes     na     Register                                           "Maximum delta between Apx110 and Apx010 measurements to end DFE H1 and kH1Ap adjust unless ended by dfe_converged_cnt_max\nRJR"
ppe        1        rx   rx_ppe_mode8_pg                  rx_dfe_ca_cfg                                      gcr     110001000  RWX          8         2        per-group  "dummy_vhdl"                                       slow      func      00                                                                     ioreset    yes     na     Register                                           "RX DFE clock adjust settings\nThis 2 bit register contains an encoded value for of K as follows\n00 - 8\n01 - 10\n10 - 12\n11 - 14\n  Lab testing will be required to determine the proper value of K."
